ID,state,county,population,start_year,start_month,prior_period_ipc_phase,prior_period_phase3plus_pct,prior_year_cereal_production_tonnes,prior_year_cereal_gap_tonnes,food_insecurity_risk
ID_TTEAVT,Jonglei,Bor South,287362.0,2015,8,Stressed,15.0,7071.394736842105,-20735.657894736843,0
ID_8K06MO,Jonglei,Bor South,287362.0,2015,10,Stressed,15.0,7071.394736842105,-20735.657894736843,0
ID_XSFH4G,Jonglei,Bor South,292518.0,2016,1,Stressed,10.1,2729.0,-21012.0,1
ID_G24479,Jonglei,Bor South,292518.0,2016,4,Crisis,25.3,2729.0,-21012.0,1
ID_QTKCD0,Jonglei,Bor South,292518.0,2016,5,Crisis,24.3,2729.0,-21012.0,0
ID_RLEXDW,Jonglei,Bor South,292518.0,2016,8,Stressed,19.5,2729.0,-21012.0,0
ID_6LQWLV,Jonglei,Bor South,292518.0,2016,10,Stressed,15.0,2729.0,-21012.0,0
ID_UNLPAI,Jonglei,Bor South,297674.0,2017,1,Stressed,15.0,4182.0,-14011.0,1
ID_H0P4E0,Jonglei,Bor South,297674.0,2017,2,Crisis,29.9,4182.0,-14011.0,1
ID_5QMKTG,Jonglei,Bor South,297674.0,2017,5,Crisis,50.1,4182.0,-14011.0,1
ID_V44FTJ,Jonglei,Bor South,297674.0,2017,6,Emergency,60.1,4182.0,-14011.0,1
ID_5CCASB,Jonglei,Bor South,232350.0,2017,9,Crisis,55.1,4182.0,-14011.0,1
ID_UOV6TT,Jonglei,Bor South,232350.0,2017,10,Crisis,30.1,4182.0,-14011.0,0
ID_9Q1NI1,Jonglei,Bor South,239320.0,2018,1,Stressed,15.1,5825.0,-21697.0,0
ID_0KQSOS,Jonglei,Bor South,239320.0,2018,2,Stressed,15.0,5825.0,-21697.0,1
ID_X43WFS,Jonglei,Bor South,239320.0,2018,5,Crisis,35.1,5825.0,-21697.0,1
ID_QG8X80,Jonglei,Bor South,239320.0,2018,9,Emergency,45.1,5825.0,-21697.0,1
ID_RMHRCN,Jonglei,Bor South,239320.0,2018,10,Crisis,65.2,5825.0,-21697.0,1
ID_BH6NQQ,Jonglei,Bor South,248343.0,2019,1,Crisis,55.2,5162.0,-23185.0,1
ID_B9LZS3,Jonglei,Bor South,327583.0,2019,8,Crisis,64.8,5162.0,-23185.0,1
ID_4JTGXN,Jonglei,Bor South,327583.0,2019,9,Crisis,60.1,5162.0,-23185.0,1
ID_X4SN6S,Jonglei,Bor South,327583.0,2020,1,Crisis,49.8,6867.0,-22549.0,1
ID_M5RRVS,Jonglei,Bor South,332120.0,2020,1,Crisis,54.9,6867.0,-22549.0,1
ID_FFCXHG,Jonglei,Bor South,327583.0,2020,2,Crisis,55.1,6867.0,-22549.0,1
ID_NZEI3Z,Jonglei,Bor South,327583.0,2020,5,Crisis,60.1,6867.0,-22549.0,1
ID_RRHF4A,Jonglei,Bor South,339616.0,2022,2,Crisis,65.0,7323.0,-23884.0,1
ID_BUFWBU,Jonglei,Bor South,339616.0,2022,4,Crisis,65.1,7323.0,-23884.0,1
ID_CJG8VU,Jonglei,Bor South,340261.0,2022,10,Emergency,70.1,7323.0,-23884.0,1
ID_AZXKDQ,Jonglei,Bor South,340261.0,2022,12,Crisis,50.0,7323.0,-23884.0,1
ID_95G3V2,Jonglei,Bor South,340261.0,2023,4,Crisis,45.0,8765.0,-23378.0,1
ID_3GXJ0M,Jonglei,Bor South,160878.0,2023,9,Crisis,60.0,8765.0,-23378.0,0
ID_QVINDH,Jonglei,Bor South,160878.0,2023,12,Stressed,14.9,8765.0,-23378.0,0
ID_4SPFDR,Jonglei,Bor South,160878.0,2024,4,Stressed,14.9,6570.0,-12486.0,1
ID_WB2SER,Jonglei,Bor South,350469.0,2024,9,Crisis,29.8,6570.0,-12486.0,0
ID_EV361X,Jonglei,Bor South,293700.0,2024,12,Stressed,19.1,6570.0,-12486.0,0
ID_SNBTI2,Jonglei,Bor South,298237.0,2025,4,Stressed,9.9,17844.0,-23669.0,1
ID_2NV01Z,Jonglei,Canal/Pigi,119751.0,2014,10,Crisis,35.1,611.9736842105264,-11874.263157894737,1
ID_DERI4K,Jonglei,Canal/Pigi,121939.0,2015,1,Crisis,35.1,611.9736842105264,-11874.263157894737,1
ID_5OGZ2U,Jonglei,Canal/Pigi,121939.0,2015,4,Emergency,44.3,611.9736842105264,-11874.263157894737,1
ID_EAXYLN,Jonglei,Canal/Pigi,121939.0,2015,5,Emergency,64.8,611.9736842105264,-11874.263157894737,1
ID_FXJ4PN,Jonglei,Canal/Pigi,121939.0,2015,8,Emergency,80.4,611.9736842105264,-11874.263157894737,1
ID_JY1O2R,Jonglei,Canal/Pigi,121939.0,2015,10,Crisis,40.2,611.9736842105264,-11874.263157894737,1
ID_NTJLMZ,Jonglei,Canal/Pigi,124127.0,2016,1,Crisis,29.5,1120.0,-18734.0,1
ID_04X0QZ,Jonglei,Canal/Pigi,124127.0,2016,4,Crisis,34.6,1120.0,-18734.0,1
ID_FHOMTZ,Jonglei,Canal/Pigi,124127.0,2016,5,Crisis,55.6,1120.0,-18734.0,1
ID_ZF8ADF,Jonglei,Canal/Pigi,124127.0,2016,8,Crisis,70.1,1120.0,-18734.0,0
ID_7PCHCB,Jonglei,Canal/Pigi,124127.0,2016,10,Stressed,14.5,1120.0,-18734.0,0
ID_N9WSZV,Jonglei,Canal/Pigi,126315.0,2017,1,Stressed,9.7,759.0,-12700.0,1
ID_83XPHX,Jonglei,Canal/Pigi,126315.0,2017,2,Crisis,60.2,759.0,-12700.0,1
ID_2KBVSI,Jonglei,Canal/Pigi,126315.0,2017,5,Crisis,69.7,759.0,-12700.0,1
ID_GBIAF9,Jonglei,Canal/Pigi,126315.0,2017,6,Emergency,75.2,759.0,-12700.0,1
ID_2MOVS0,Jonglei,Canal/Pigi,95763.0,2017,9,Emergency,75.2,759.0,-12700.0,1
ID_CDK36M,Jonglei,Canal/Pigi,95763.0,2017,10,Emergency,70.0,759.0,-12700.0,1
ID_8JVH7U,Jonglei,Canal/Pigi,98636.0,2018,1,Emergency,70.0,612.0,-10238.0,1
ID_JODCK8,Jonglei,Canal/Pigi,98636.0,2018,2,Crisis,70.0,612.0,-10238.0,1
ID_2853UY,Jonglei,Canal/Pigi,98636.0,2018,5,Emergency,80.1,612.0,-10238.0,1
ID_8U118Q,Jonglei,Canal/Pigi,98636.0,2018,9,Emergency,90.2,612.0,-10238.0,1
ID_QVAECW,Jonglei,Canal/Pigi,98636.0,2018,10,Emergency,50.7,612.0,-10238.0,1
ID_9YIL8S,Jonglei,Canal/Pigi,102355.0,2019,1,Emergency,45.6,467.0,-10708.0,1
ID_A3IDY3,Jonglei,Canal/Pigi,99781.0,2019,8,Emergency,49.8,467.0,-10708.0,1
ID_C7RM6J,Jonglei,Canal/Pigi,99781.0,2019,9,Emergency,70.2,467.0,-10708.0,1
ID_8Y6RH0,Jonglei,Canal/Pigi,99781.0,2020,1,Crisis,50.1,484.0,-11113.0,1
ID_5HHIWF,Jonglei,Canal/Pigi,101814.0,2020,1,Emergency,65.1,484.0,-11113.0,1
ID_D7YXW1,Jonglei,Canal/Pigi,99781.0,2020,2,Emergency,64.8,484.0,-11113.0,1
ID_TBRWR9,Jonglei,Canal/Pigi,99781.0,2020,5,Emergency,70.2,484.0,-11113.0,1
ID_65R96K,Jonglei,Canal/Pigi,106424.0,2022,2,Emergency,75.2,315.0,-11988.0,1
ID_HUB2RT,Jonglei,Canal/Pigi,106424.0,2022,4,Emergency,85.5,315.0,-11988.0,1
ID_SOYG9Z,Jonglei,Canal/Pigi,106626.0,2022,10,Emergency,90.2,315.0,-11988.0,1
ID_QYAHUL,Jonglei,Canal/Pigi,106626.0,2022,12,Emergency,75.0,315.0,-11988.0,1
ID_WJTIQW,Jonglei,Canal/Pigi,106626.0,2023,4,Emergency,75.0,324.0,-12348.0,1
ID_NRHZN4,Jonglei,Canal/Pigi,29721.0,2023,9,Emergency,79.7,324.0,-12348.0,1
ID_KGEUID,Jonglei,Canal/Pigi,29721.0,2023,12,Emergency,77.4,324.0,-12348.0,1
ID_JIPNF8,Jonglei,Canal/Pigi,29721.0,2024,4,Emergency,67.3,202.0,-3165.0,1
ID_F3GR94,Jonglei,Canal/Pigi,109825.0,2024,9,Emergency,84.1,202.0,-3165.0,1
ID_SZ2KUU,Jonglei,Canal/Pigi,131594.0,2024,12,Crisis,54.6,202.0,-3165.0,1
ID_OYC3RW,Jonglei,Canal/Pigi,133627.0,2025,4,Emergency,64.6,768.0,-11675.0,1
ID_QMMU7J,Jonglei,Duk,116810.0,2014,10,Emergency,44.5,1655.5757575757575,-13438.242424242424,1
ID_AE58HU,Jonglei,Duk,118944.0,2015,1,Emergency,44.5,1655.5757575757575,-13438.242424242424,1
ID_XG2MYR,Jonglei,Duk,118944.0,2015,8,Emergency,45.4,1655.5757575757575,-13438.242424242424,1
ID_06NKWF,Jonglei,Duk,118944.0,2015,10,Crisis,50.4,1655.5757575757575,-13438.242424242424,1
ID_G3MWU4,Jonglei,Duk,121079.0,2016,1,Crisis,35.3,1655.5757575757575,-13438.242424242424,1
ID_CFILKJ,Jonglei,Duk,121079.0,2016,4,Crisis,39.6,1655.5757575757575,-13438.242424242424,1
ID_XJQ5NV,Jonglei,Duk,121079.0,2016,5,Emergency,39.6,1655.5757575757575,-13438.242424242424,1
ID_8OGA0X,Jonglei,Duk,121079.0,2016,8,Emergency,54.5,1655.5757575757575,-13438.242424242424,0
ID_7ZCGDC,Jonglei,Duk,121079.0,2016,10,Stressed,14.9,1655.5757575757575,-13438.242424242424,0
ID_5TAO1C,Jonglei,Duk,123213.0,2017,1,Stressed,14.9,1369.0,-15521.0,1
ID_JFX5LI,Jonglei,Duk,123213.0,2017,2,Crisis,34.9,1369.0,-15521.0,1
ID_KWE4BX,Jonglei,Duk,123213.0,2017,5,Crisis,44.6,1369.0,-15521.0,1
ID_4LR9TJ,Jonglei,Duk,123213.0,2017,6,Emergency,85.2,1369.0,-15521.0,1
ID_Q8ZGVW,Jonglei,Duk,112421.0,2017,9,Emergency,84.4,1369.0,-15521.0,1
ID_WUSXLM,Jonglei,Duk,112421.0,2017,10,Crisis,64.9,1369.0,-15521.0,1
ID_T2PNJK,Jonglei,Duk,115793.0,2018,1,Crisis,70.3,1239.0,-11498.0,1
ID_A34MQA,Jonglei,Duk,115793.0,2018,2,Emergency,84.6,1239.0,-11498.0,1
ID_78RAPK,Jonglei,Duk,115793.0,2018,5,Emergency,85.5,1239.0,-11498.0,1
ID_IANOUO,Jonglei,Duk,115793.0,2018,9,Emergency,85.5,1239.0,-11498.0,1
ID_F0ONJP,Jonglei,Duk,115793.0,2018,10,Crisis,60.5,1239.0,-11498.0,1
ID_I163YK,Jonglei,Duk,120159.0,2019,1,Crisis,50.1,1701.0,-11418.0,1
ID_03O4GK,Jonglei,Duk,189958.0,2019,8,Crisis,59.9,1701.0,-11418.0,1
ID_WWJWGA,Jonglei,Duk,189958.0,2019,9,Emergency,74.8,1701.0,-11418.0,1
ID_BTGDJZ,Jonglei,Duk,189958.0,2020,1,Emergency,79.5,1545.0,-12069.0,1
ID_0IFRML,Jonglei,Duk,191303.0,2020,1,Emergency,69.5,1545.0,-12069.0,1
ID_29Q2L4,Jonglei,Duk,189958.0,2020,2,Emergency,89.9,1545.0,-12069.0,1
ID_8C1CQG,Jonglei,Duk,189958.0,2020,5,Emergency,74.8,1545.0,-12069.0,1
ID_433E1I,Jonglei,Duk,199038.0,2022,2,Emergency,79.5,1362.0,-13081.0,1
ID_1P0BQ1,Jonglei,Duk,199038.0,2022,4,Crisis,60.3,1362.0,-13081.0,1
ID_S9RYLL,Jonglei,Duk,199416.0,2022,10,Emergency,70.3,1362.0,-13081.0,1
ID_WB7SJW,Jonglei,Duk,199416.0,2022,12,Crisis,55.2,1362.0,-13081.0,1
ID_H55HEW,Jonglei,Duk,199416.0,2023,4,Crisis,55.2,1804.0,-13072.0,1
ID_LGJE2A,Jonglei,Duk,56187.0,2023,9,Emergency,60.2,1804.0,-13072.0,1
ID_B2RVND,Jonglei,Duk,56187.0,2023,12,Emergency,74.8,1804.0,-13072.0,1
ID_FDW79W,Jonglei,Duk,56187.0,2024,4,Emergency,74.8,715.0,-5651.0,1
ID_CXZ2EI,Jonglei,Duk,205398.0,2024,9,Emergency,83.6,715.0,-5651.0,1
ID_9212PG,Jonglei,Duk,87122.0,2024,12,Crisis,55.0,715.0,-5651.0,1
ID_YME6RP,Jonglei,Duk,88468.0,2025,4,Crisis,49.4,3133.0,-20139.0,1
ID_KZGGM0,Jonglei,Fangak,157422.0,2014,10,Crisis,30.5,881.5454545454545,-19500.81818181818,1
ID_J36TCF,Jonglei,Fangak,160298.0,2015,1,Crisis,25.4,881.5454545454545,-19500.81818181818,1
ID_KJNAWN,Jonglei,Fangak,160298.0,2015,4,Crisis,20.0,881.5454545454545,-19500.81818181818,1
ID_GA41IZ,Jonglei,Fangak,160298.0,2015,5,Emergency,64.9,881.5454545454545,-19500.81818181818,1
ID_XTNSRT,Jonglei,Fangak,160298.0,2015,8,Emergency,69.9,881.5454545454545,-19500.81818181818,1
ID_WLXDSC,Jonglei,Fangak,160298.0,2015,10,Crisis,49.9,881.5454545454545,-19500.81818181818,1
ID_4E5HRD,Jonglei,Fangak,163175.0,2016,1,Crisis,34.9,881.5454545454545,-19500.81818181818,1
ID_U4XSZJ,Jonglei,Fangak,163175.0,2016,4,Crisis,39.8,881.5454545454545,-19500.81818181818,1
ID_NVC7HR,Jonglei,Fangak,163175.0,2016,5,Crisis,54.5,881.5454545454545,-19500.81818181818,1
ID_6C2CU7,Jonglei,Fangak,163175.0,2016,8,Crisis,54.5,881.5454545454545,-19500.81818181818,0
ID_ONZ3JB,Jonglei,Fangak,163175.0,2016,10,Stressed,14.7,881.5454545454545,-19500.81818181818,0
ID_CK88D0,Jonglei,Fangak,166051.0,2017,1,Stressed,9.8,740.0,-17219.0,1
ID_TGSIWG,Jonglei,Fangak,166051.0,2017,2,Crisis,50.0,740.0,-17219.0,1
ID_0ODWMQ,Jonglei,Fangak,166051.0,2017,5,Crisis,60.2,740.0,-17219.0,1
ID_X5GGOM,Jonglei,Fangak,166051.0,2017,6,Crisis,60.2,740.0,-17219.0,1
ID_F9PML9,Jonglei,Fangak,210183.0,2017,9,Crisis,50.0,740.0,-17219.0,1
ID_LN1P0V,Jonglei,Fangak,210183.0,2017,10,Emergency,75.2,740.0,-17219.0,1
ID_UH17J8,Jonglei,Fangak,172406.0,2018,1,Crisis,75.2,1308.0,-22506.0,1
ID_QO09VS,Jonglei,Fangak,172406.0,2018,2,Crisis,59.7,1308.0,-22506.0,1
ID_9KKH4A,Jonglei,Fangak,172406.0,2018,5,Emergency,80.0,1308.0,-22506.0,1
ID_3YJTU7,Jonglei,Fangak,172406.0,2018,9,Emergency,85.3,1308.0,-22506.0,1
ID_FBMENU,Jonglei,Fangak,172406.0,2018,10,Emergency,65.0,1308.0,-22506.0,1
ID_I3DO70,Jonglei,Fangak,178906.0,2019,1,Crisis,60.3,805.0,-18729.0,1
ID_02G3YU,Jonglei,Fangak,193053.0,2019,8,Emergency,79.9,805.0,-18729.0,1
ID_6VK0UC,Jonglei,Fangak,193053.0,2019,9,Crisis,60.1,805.0,-18729.0,1
ID_C1M3O5,Jonglei,Fangak,193053.0,2020,1,Crisis,40.4,835.0,-19435.0,1
ID_5IXVA1,Jonglei,Fangak,195312.0,2020,1,Emergency,65.3,835.0,-19435.0,1
ID_NKBTFS,Jonglei,Fangak,193053.0,2020,2,Crisis,55.3,835.0,-19435.0,1
ID_HB0OQV,Jonglei,Fangak,193053.0,2020,5,Emergency,69.9,835.0,-19435.0,1
ID_SHKOEC,Jonglei,Fangak,196576.0,2022,2,Emergency,75.1,633.0,-20872.0,1
ID_UBODS1,Jonglei,Fangak,196576.0,2022,4,Emergency,85.5,633.0,-20872.0,1
ID_EEURXH,Jonglei,Fangak,196950.0,2022,10,Emergency,90.0,633.0,-20872.0,1
ID_W0IC1L,Jonglei,Fangak,196950.0,2022,12,Emergency,80.2,633.0,-20872.0,1
ID_7DYPML,Jonglei,Fangak,196950.0,2023,4,Emergency,80.2,782.0,-21368.0,1
ID_VAK9W9,Jonglei,Fangak,109657.0,2023,9,Emergency,90.4,782.0,-21368.0,1
ID_PFB3HN,Jonglei,Fangak,109657.0,2023,12,Emergency,64.7,782.0,-21368.0,1
ID_14EB87,Jonglei,Fangak,109657.0,2024,4,Emergency,70.2,564.0,-11860.0,1
ID_53AYEQ,Jonglei,Fangak,202858.0,2024,9,Emergency,74.8,564.0,-11860.0,1
ID_AHTHSJ,Jonglei,Fangak,146288.0,2024,12,Emergency,58.2,564.0,-11860.0,1
ID_R0FZAU,Jonglei,Fangak,148548.0,2025,4,Emergency,64.9,1232.0,-21752.0,1
ID_XBGK2W,Jonglei,Nyirol,134394.0,2014,10,Crisis,44.6,2038.5263157894735,-15475.078947368422,1
ID_BXANJ4,Jonglei,Nyirol,136849.0,2015,1,Crisis,35.0,2038.5263157894735,-15475.078947368422,1
ID_X5A5XI,Jonglei,Nyirol,136849.0,2015,4,Emergency,39.5,2038.5263157894735,-15475.078947368422,1
ID_N9DL5T,Jonglei,Nyirol,136849.0,2015,5,Crisis,55.5,2038.5263157894735,-15475.078947368422,1
ID_GSQ7AI,Jonglei,Nyirol,136849.0,2015,8,Crisis,70.2,2038.5263157894735,-15475.078947368422,1
ID_TMOFMM,Jonglei,Nyirol,136849.0,2015,10,Crisis,55.5,2038.5263157894735,-15475.078947368422,0
ID_WI9S3W,Jonglei,Nyirol,139305.0,2016,1,Stressed,15.3,2502.0,-13259.0,1
ID_563BTK,Jonglei,Nyirol,139305.0,2016,4,Crisis,20.1,2502.0,-13259.0,1
ID_F6XDN8,Jonglei,Nyirol,139305.0,2016,5,Crisis,35.2,2502.0,-13259.0,1
ID_WWIIF8,Jonglei,Nyirol,139305.0,2016,8,Crisis,45.2,2502.0,-13259.0,0
ID_6LTHET,Jonglei,Nyirol,139305.0,2016,10,Stressed,15.1,2502.0,-13259.0,0
ID_25LZSE,Jonglei,Nyirol,141760.0,2017,1,Stressed,15.1,2360.0,-12510.0,1
ID_99F77L,Jonglei,Nyirol,141760.0,2017,2,Crisis,60.0,2360.0,-12510.0,1
ID_U8EL50,Jonglei,Nyirol,141760.0,2017,5,Crisis,69.8,2360.0,-12510.0,1
ID_15OOP7,Jonglei,Nyirol,141760.0,2017,6,Emergency,69.8,2360.0,-12510.0,1
ID_67J2DG,Jonglei,Nyirol,169493.0,2017,9,Emergency,60.0,2360.0,-12510.0,1
ID_1WJUII,Jonglei,Nyirol,169493.0,2017,10,Emergency,69.6,2360.0,-12510.0,1
ID_YMYRSV,Jonglei,Nyirol,174578.0,2018,1,Emergency,70.2,2667.0,-16537.0,1
ID_ZN4REG,Jonglei,Nyirol,174578.0,2018,2,Emergency,65.3,2667.0,-16537.0,1
ID_B1AJO0,Jonglei,Nyirol,174578.0,2018,5,Emergency,80.2,2667.0,-16537.0,1
ID_91C795,Jonglei,Nyirol,174578.0,2018,9,Emergency,89.9,2667.0,-16537.0,1
ID_RLQIOB,Jonglei,Nyirol,174578.0,2018,10,Crisis,59.6,2667.0,-16537.0,1
ID_0NLW0V,Jonglei,Nyirol,181159.0,2019,1,Crisis,55.0,2747.0,-17033.0,1
ID_S52SQ3,Jonglei,Nyirol,132312.0,2019,8,Emergency,70.1,2747.0,-17033.0,1
ID_B9SO0U,Jonglei,Nyirol,132312.0,2019,9,Emergency,80.1,2747.0,-17033.0,1
ID_SWBKOK,Jonglei,Nyirol,132312.0,2020,1,Crisis,70.3,2138.0,-18388.0,1
ID_3QPWBS,Jonglei,Nyirol,134542.0,2020,1,Emergency,74.8,2138.0,-18388.0,1
ID_F3Q0E2,Jonglei,Nyirol,132312.0,2020,2,Emergency,75.1,2138.0,-18388.0,1
ID_7ZEOQG,Jonglei,Nyirol,132312.0,2020,5,Emergency,80.1,2138.0,-18388.0,1
ID_VZHQJY,Jonglei,Nyirol,142246.0,2022,2,Emergency,84.6,1361.0,-20415.0,1
ID_62ZEEQ,Jonglei,Nyirol,142246.0,2022,4,Emergency,75.2,1361.0,-20415.0,1
ID_NSN2S8,Jonglei,Nyirol,142516.0,2022,10,Emergency,80.1,1361.0,-20415.0,1
ID_NN16UX,Jonglei,Nyirol,142516.0,2022,12,Emergency,75.1,1361.0,-20415.0,1
ID_F5GZPL,Jonglei,Nyirol,142516.0,2023,4,Emergency,65.3,1902.0,-20527.0,1
ID_1QWEEH,Jonglei,Nyirol,63180.0,2023,9,Emergency,75.1,1902.0,-20527.0,1
ID_WJQ4TA,Jonglei,Nyirol,63180.0,2023,12,Emergency,74.4,1902.0,-20527.0,1
ID_5IVROC,Jonglei,Nyirol,63180.0,2024,4,Emergency,74.4,601.0,-6558.0,1
ID_VITWU3,Jonglei,Nyirol,146792.0,2024,9,Emergency,80.7,601.0,-6558.0,1
ID_BFXB4Y,Jonglei,Nyirol,144354.0,2024,12,Emergency,79.7,601.0,-6558.0,1
ID_4K7BPG,Jonglei,Nyirol,146584.0,2025,4,Emergency,60.3,1559.0,-15073.0,1
ID_YVYV2G,Jonglei,Pibor,168674.0,2014,10,Stressed,14.8,2766.99609375,-16228.9140625,0
ID_QU7DKN,Jonglei,Pibor,171756.0,2015,1,Stressed,14.8,2766.99609375,-16228.9140625,0
ID_NCPTKE,Jonglei,Pibor,171756.0,2015,4,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_ZJSSZW,Jonglei,Pibor,171756.0,2015,5,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_D0W9RY,Jonglei,Pibor,171756.0,2015,8,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_79KVLS,Jonglei,Pibor,171756.0,2015,10,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_9MEUSW,Jonglei,Pibor,174839.0,2016,1,Stressed,15.1,2766.99609375,-16228.9140625,1
ID_RGVZ9A,Jonglei,Pibor,174839.0,2016,4,Crisis,29.7,2766.99609375,-16228.9140625,1
ID_AWE429,Jonglei,Pibor,174839.0,2016,5,Crisis,49.8,2766.99609375,-16228.9140625,1
ID_OMUWAH,Jonglei,Pibor,174839.0,2016,8,Crisis,54.9,2766.99609375,-16228.9140625,0
ID_K2LSLA,Jonglei,Pibor,174839.0,2016,10,Stressed,14.9,2766.99609375,-16228.9140625,0
ID_YM0WBG,Jonglei,Pibor,177920.0,2017,1,Stressed,14.9,2766.99609375,-16228.9140625,1
ID_LMY62X,Jonglei,Pibor,177920.0,2017,2,Crisis,20.2,2766.99609375,-16228.9140625,1
ID_RW6TM2,Jonglei,Pibor,177920.0,2017,5,Crisis,39.9,2766.99609375,-16228.9140625,1
ID_O04K0L,Jonglei,Pibor,177920.0,2017,6,Emergency,75.3,2766.99609375,-16228.9140625,1
ID_THY25M,Jonglei,Pibor,185701.0,2017,9,Crisis,50.0,2766.99609375,-16228.9140625,1
ID_8KB9W4,Jonglei,Pibor,185701.0,2017,10,Emergency,70.0,2766.99609375,-16228.9140625,1
ID_UOV51Z,Jonglei,Pibor,191272.0,2018,1,Emergency,65.2,2766.99609375,-16228.9140625,1
ID_LBORIQ,Jonglei,Pibor,191272.0,2018,2,Emergency,60.1,2766.99609375,-16228.9140625,1
ID_8HKE22,Jonglei,Pibor,191272.0,2018,5,Emergency,74.8,2766.99609375,-16228.9140625,1
ID_6PARSG,Jonglei,Pibor,191272.0,2018,9,Emergency,85.7,2766.99609375,-16228.9140625,1
ID_70S1F5,Jonglei,Pibor,191272.0,2018,10,Emergency,85.2,2766.99609375,-16228.9140625,1
ID_37YE0Q,Jonglei,Pibor,198483.0,2019,1,Emergency,80.0,2766.99609375,-16228.9140625,1
ID_ZSA7YV,Jonglei,Pibor,204879.0,2019,8,Emergency,90.2,2766.99609375,-16228.9140625,1
ID_DQBSXL,Jonglei,Pibor,204879.0,2019,9,Emergency,75.2,2766.99609375,-16228.9140625,1
ID_UL6LGJ,Jonglei,Pibor,204879.0,2020,1,Crisis,64.9,2766.99609375,-16228.9140625,1
ID_LPEFJA,Jonglei,Pibor,207925.0,2020,1,Emergency,69.8,2766.99609375,-16228.9140625,1
ID_WSHMLF,Jonglei,Pibor,204879.0,2020,2,Emergency,75.0,2766.99609375,-16228.9140625,1
ID_ZKICWM,Jonglei,Pibor,204879.0,2020,5,Emergency,69.8,2766.99609375,-16228.9140625,1
ID_PEQYDB,Jonglei,Pibor,227855.0,2022,2,Emergency,64.9,2766.99609375,-16228.9140625,1
ID_PGVV4Z,Jonglei,Pibor,227855.0,2022,4,Emergency,84.7,2766.99609375,-16228.9140625,1
ID_WL3ZYT,Jonglei,Pibor,228287.0,2022,10,Emergency,90.0,2766.99609375,-16228.9140625,1
ID_91QE37,Jonglei,Pibor,228287.0,2022,12,Emergency,74.9,2766.99609375,-16228.9140625,1
ID_QQYZQI,Jonglei,Pibor,228287.0,2023,4,Emergency,74.9,2766.99609375,-16228.9140625,1
ID_I4W6OZ,Jonglei,Pibor,219744.0,2023,9,Emergency,80.2,2766.99609375,-16228.9140625,1
ID_X25QBR,Jonglei,Pibor,219744.0,2023,12,Emergency,75.1,2766.99609375,-16228.9140625,1
ID_MQG1VE,Jonglei,Pibor,219744.0,2024,4,Emergency,65.1,2766.99609375,-16228.9140625,1
ID_D32LX2,Jonglei,Pibor,235136.0,2024,9,Emergency,80.1,2766.99609375,-16228.9140625,1
ID_TOOWT9,Jonglei,Pibor,197222.0,2024,12,Emergency,77.4,2766.99609375,-16228.9140625,1
ID_NM3V2P,Jonglei,Pibor,200269.0,2025,4,Emergency,75.0,2766.99609375,-16228.9140625,1
ID_2TIXC7,Jonglei,Pochalla,84599.0,2014,10,Crisis,18.9,2766.99609375,-16228.9140625,1
ID_URVQT3,Jonglei,Pochalla,86088.0,2015,1,Crisis,24.8,2766.99609375,-16228.9140625,0
ID_G8CD31,Jonglei,Pochalla,86088.0,2015,4,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_NRXD35,Jonglei,Pochalla,86088.0,2015,5,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_6WAFFT,Jonglei,Pochalla,86088.0,2015,8,Stressed,15.1,2766.99609375,-16228.9140625,1
ID_OUHYLU,Jonglei,Pochalla,86088.0,2015,10,Crisis,24.4,2766.99609375,-16228.9140625,0
ID_6K7P9M,Jonglei,Pochalla,87579.0,2016,1,Stressed,15.1,2766.99609375,-16228.9140625,0
ID_DA9OEK,Jonglei,Pochalla,87579.0,2016,4,Stressed,14.8,2766.99609375,-16228.9140625,1
ID_NTBZ3M,Jonglei,Pochalla,87579.0,2016,5,Crisis,40.0,2766.99609375,-16228.9140625,1
ID_55IZOL,Jonglei,Pochalla,87579.0,2016,8,Crisis,35.4,2766.99609375,-16228.9140625,0
ID_NNTXRG,Jonglei,Pochalla,87579.0,2016,10,Stressed,14.8,2766.99609375,-16228.9140625,0
ID_N74F9Y,Jonglei,Pochalla,89068.0,2017,1,Stressed,10.3,2766.99609375,-16228.9140625,1
ID_ECAZRP,Jonglei,Pochalla,89068.0,2017,2,Crisis,20.2,2766.99609375,-16228.9140625,0
ID_9DXOQ2,Jonglei,Pochalla,89068.0,2017,5,Stressed,14.6,2766.99609375,-16228.9140625,1
ID_VPGSTQ,Jonglei,Pochalla,89068.0,2017,6,Crisis,24.7,2766.99609375,-16228.9140625,0
ID_MGVU4I,Jonglei,Pochalla,79145.0,2017,9,Stressed,14.6,2766.99609375,-16228.9140625,1
ID_SOTN9U,Jonglei,Pochalla,79145.0,2017,10,Crisis,60.6,2766.99609375,-16228.9140625,1
ID_ZERYF0,Jonglei,Pochalla,81520.0,2018,1,Crisis,35.4,2766.99609375,-16228.9140625,0
